## Van Noten et al. JOSE - Electronic Supplement S2 - Results of the HVSR Survey south of Brussels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Nr: number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Date: date of acquisition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#Name: ID name of measurement (A, B, C are measured with different Citysharks)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Easting: location in Lambert '72 coordinates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Northing: location in Lambert '72 coordinates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#lon: longitude in WGS84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#lat:latitude in WGS84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Gain: amplification gain on Cityshark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Ovmx: allowed saturation percentage (in %),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Rec. time: recording time of acquisition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#SR: Sampling rate (in Hz) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Start time: starting time of acquisition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#End time: End time of acquisition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Filename: Filenumber of raw ambient noise data file (available upon request),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#f0 min: f0_win/stddev (from GEOPSY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#f0_win: average resonance frequency by taking the f0 of each individual window and averaging all f0 values from these windows (from GEOPSY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#f0 average: scanning the average curve and identifying the frequency at which the maximum amplitude occurs (from GEOPSY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#f0_ip: resonance frequency computed after interpolating the HV-Amplitude graph using python (see paper),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#f0_ip_diff: difference between f0_ip and f0 average,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#error: standard deviation on f0 (from GEOPSY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#f0 max: f0_win.stddev (from GEOPSY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#A0: maximum amplitude (from GEOPSY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#nw: number of windows (from GEOPSY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Geology: Cover geology of the location (see paper for abbreviations; al = alluvium),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Group: Group number of the location (see paper),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#BM: Stratigraphy of bedrock of the Brabant Massif (pTu: Tubize Formation; pBl: Blanmont Formation),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#A_max: maximum amplitude at resonance frequency deduced from the HVSR polarisation analysis (see Fig. 4 of paper),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#max_freq: Resonance frequency at A_max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#max_Azi: Azimuth at which resonance frequency is maximum (deduced from polarisation analysis),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#A_min: minimum amplitude at resonance frequency deduced from the HVSR polarisation analysis (see Fig. 4 of paper),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#min_fre q:  Azimuth at which resonance frequency is minimal (deduced from polarisation analysis),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#min_Azi: Azimuth at which resonance frequency is minimum (deduced from polarisation analysis),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nr,Date,Name,Easting,Northing,lat,lon,Z (DEM),Gain,Ovmx,Rec. time,SR,Start time,End time,Filename,f0 min,f0_win,f0 average,f0_ip,f0_ip_diff,error,f0 max,A0,nw,Geology,Region,BM,Th_indiv,Top_indiv,Th_all,Top_all,diff,borehole,A_max,max_freq,max_Azi,A_min,min_freq,min_Azi
358,21/08/2017,C428,148675.8672,159693.5392,50.74775853,4.349988475,72.91,128,5,00:30,100,12:57,13:27,170821_1257.428,1.09,1.206,1.275,1.297,0.091,0.116,1.323,5.628,24,KoMo_Al,R2,PBl,56.35,16.56,57.21,15.7,-0.86,,6.32917,1.28393,170,5.04883,1.31938,80
359,21/08/2017,C429,148441.1092,159743.3461,50.74820572,4.346661866,96.1,128,5,00:20,100,13:45,14:05,170821_1345.429,1.122,1.142,1.15,1.142,0,0.02,1.162,24.301,22,Br,R3,PBl,71.28,24.82,70.88,25.22,0.4,,24.8303,1.13197,150,18.312,1.1514,60
360,21/08/2017,C430,147894.7502,160071.5337,50.75115437,4.338918328,114.42,256,5,00:20,100,14:14,14:34,170821_1414.430,0.962,0.998,0.985,0.996,-0.002,0.036,1.033,13.797,21,Ld,R3,PBl,89.22,25.2,89.23,25.19,-0.02,,12.4964,0.997989,10,11.0535,1.01512,100
361,21/08/2017,C431,147880.4595,160370.7095,50.75384383,4.338714145,121.06,256,5,00:20,100,14:47,15:07,170821_1447.431,0.919,0.944,0.935,0.946,0.002,0.025,0.969,17.251,35,Mal,R3,PBl,97.08,23.98,97.31,23.75,-0.23,,18.353,0.932296,170,13.2375,0.964583,80
362,21/08/2017,C432,148119.9111,160510.2774,50.75509931,4.342106804,119.58,256,5,00:20,100,15:14,15:34,170821_1514.432,0.913,0.932,0.935,0.936,0.005,0.019,0.95,19.96,26,Mal,R3,PBl,98.79,20.79,99.07,20.51,-0.27,,19.0995,0.932296,0,16.8077,0.948302,110
363,21/08/2017,C433,147601.1864,160622.5813,50.75610703,4.334754869,116,128,5,00:20,100,16:09,16:29,170821_1609.433,0.956,1.006,0.985,0.966,-0.04,0.05,1.057,11.218,10,Ld,R3,PBl,93.81,22.19,93.94,22.06,-0.14,,10.9085,0.964583,40,8.81987,0.967873,120
364,23/08/2017,C434,147448.9279,160188.0414,50.7522,4.3326,107.35,128,5,00:20,100,10:34,10:54,170823_1034.434,1.499,1.542,1.554,0.966,-0.002,0.044,1.586,3.525,9,Br,R3,PBl,93.81,13.54,93.94,13.41,-0.14,,3.45262,1.48635,0,3.10408,1.51703,100
365,23/08/2017,C435,147657.9587,160392.8395,50.75404194,4.335560873,120.95,256,5,00:20,100,11:05,11:25,170823_1105.435,0.931,0.962,0.985,0.963,0.001,0.031,0.992,15.102,17,Mal,R3,PBl,94.29,26.66,94.44,26.51,-0.15,,13.6054,0.967873,40,10.2478,0.981144,130
366,23/08/2017,C436,148200.0587,160845.8243,50.75811603,4.343241043,95.23,512,5,00:20,100,12:04,12:24,170823_1204.436,1.11,1.162,0.959,1.195,0.236,0.053,1.215,7.95,27,Br,R3,PBl,66.16,29.07,65.67,29.56,0.49,,8.53793,1.19942,10,6.925,1.2,100
367,23/08/2017,C437,147915.0541,160871.6901,50.75834763,4.339201637,106.27,512,5,00:20,100,12:34,12:54,170823_1234.437,0.951,0.985,0.985,0.989,0.004,0.035,1.02,16.135,27,Ld,R3,PBl,90.25,16.02,90.3,15.97,-0.04,,16.7391,0.967873,170,12.182,1.01512,80
368,23/08/2017,C438,148211.036,159494.218,50.74596548,4.343402982,72.15,256,5,00:30,100,13:23,13:53,170823_1323.438,1.395,1.438,1.414,1.446,0.009,0.043,1.481,8.415,19,KoMo,R1,PBl,47.43,24.72,47.65,24.5,-0.22,,7.74691,1.4366,0,6.85051,1.45135,90
369,24/08/2017,C439,142747.1431,158732.4938,50.73907585,4.266000129,69.65,256,5,00:30,100,10:20,10:50,170824_1020.439,1.811,1.892,1.928,1.884,-0.009,0.081,1.974,8.109,16,KoMo,R1,PTu,30.54,39.11,30.52,39.13,0.02,,7.23633,1.91874,160,6.68443,1.89925,50
370,24/08/2017,C440,142747.0782,158392.537,50.73601972,4.266005829,66.62,256,5,00:30,100,11:01,11:31,170824_1101.440,1.973,2.02,2.03,2.023,0.003,0.046,2.066,9.649,39,KoMo,R1,PTu,27.13,39.49,27.08,39.54,0.06,,10.5156,1.99876,10,6.54059,2.19867,110
371,24/08/2017,C441,143352.638,158240.3408,50.73465868,4.274586886,67.06,256,5,00:30,100,11:44,12:14,170824_1144.441,1.787,1.835,1.831,1.828,-0.008,0.048,1.883,9.633,48,KoMo,R1,PTu,32.12,34.94,32.11,34.95,0,,8.4786,1.83567,130,7.3247,1.85452,50
372,24/08/2017,C442,144128.9549,158405.0527,50.73614767,4.285581261,38.61,128,5,00:30,100,12:39,13:08,170824_1239.442,5.082,5.302,5.419,5.393,0.091,0.22,5.523,5.762,16,Pal_Al,R4,PBl,6.56,32.05,5.2,33.41,1.36,,6.78282,5.13254,160,6.04273,5.5506,50
373,24/08/2017,C443,145292.7758,157779.4106,50.73053375,4.302075841,43.89,256,5,00:25,100,15:08,15:33,170824_1508.443,5.019,5.18,5.146,5.174,-0.006,0.161,5.341,7.96,17,Hn_Al,R4,PBl,7.13,36.76,5.57,38.32,1.56,,8.39307,5.27425,170,6.07897,4.97766,100
374,24/08/2017,C444,145822.9349,157193.4629,50.7252702,4.309591725,62.6,128,5,00:30,100,15:49,16:19,170824_1549.444,4.32,4.408,4.407,4.379,-0.029,0.088,4.496,7.408,28,KoSm,R1,PBl,7.51,55.09,7.38,55.22,0.13,,7.27622,4.35873,140,7.06148,4.34391,20
375,24/08/2017,C445,148313.6932,157248.9442,50.72578128,4.344867468,116.06,128,5,00:30,100,16:35,17:05,170824_1635.445,1.13,1.163,1.15,1.165,0.002,0.033,1.196,14.832,47,Br,R3,PBl,68.98,47.08,68.54,47.52,0.44,84.45,13.7638,1.1514,40,13.1096,1.18319,140
376,31/08/2017,C446,151765.3415,158150.2729,50.73388351,4.393757251,125.25,256,5,00:20,100,09:41,10:01,170831_0941.446,0.954,0.985,0.985,0.983,-0.003,0.031,1.016,13.106,23,Ld,R3,PBl,91.16,34.09,91.23,34.02,-0.07,,13.3887,0.981144,0,11.1551,0.98449,90
377,31/08/2017,C447,151016.5883,157823.1939,50.73094499,4.383149967,123.26,256,5,00:20,100,10:06,10:26,170831_1006.447,1.072,1.112,1.092,1.112,0,0.039,1.151,10.868,18,Br,R3,PBl,74.46,48.8,74.13,49.13,0.33,,11.102,1.08296,170,9.36779,1.10531,60
378,31/08/2017,C448,147382.736,159030.9318,50.74179759,4.331670042,76.26,64,5,00:20,100,10:53,11:13,170831_1053.448,1.58,1.635,1.258,1.629,0.371,0.06,1.695,5.19,31,Br,R3,PBl,39.79,36.47,38.99,37.27,0.81,,8.24809,1.23253,160,4.131,1.3,70
379,31/08/2017,C449,147376.4612,157246.997,50.72576039,4.331593556,75.57,256,5,00:20,100,11:27,11:47,170831_1127.449,1.493,1.542,1.568,1.553,0.011,0.049,1.591,8.249,27,Br,R1,PBl,42.12,33.45,42.25,33.32,-0.13,,9.01341,1.54834,10,6.79253,1.56957,100
380,31/08/2017,C450,147172.3715,157802.8041,50.73075604,4.328698881,104.03,512,5,00:20,100,12:05,12:25,170831_1205.450,1.177,1.214,1.211,1.211,-0.003,0.037,1.251,14.175,21,Br,R3,PBl,64.74,39.29,64.22,39.81,0.52,,13.5497,1.21586,100,12.8139,1.21586,170
381,31/08/2017,C451,146711.4026,158479.5451,50.73683741,4.32216361,65.67,512,5,00:20,100,12:37,12:57,170831_1237.451,1.633,1.66,1.651,1.655,-0.005,0.028,1.688,12.87,19,KoSm_Al,R2,PBl,36.92,28.75,37.96,27.71,-1.04,,13.4803,1.6518,130,11.212,1.63502,40
382,31/08/2017,C452,146012.8897,159110.375,50.74250412,4.312261603,116.23,256,5,00:20,100,13:18,13:38,170831_1318.452,1.173,1.202,1.211,1.195,-0.007,0.029,1.23,16.432,26,Ld,R3,PTu,66.16,50.07,65.67,50.56,0.49,,16.9569,1.19942,120,14.838,1.19128,50
383,31/08/2017,C453,145997.8558,158562.3784,50.73757766,4.312054461,102.92,256,5,00:20,100,14:01,14:21,170831_1401.453,1.307,1.343,1.343,1.347,0.004,0.036,1.379,12.524,16,Br,R3,PBl,54.36,48.56,53.69,49.23,0.68,,14.0221,1.33293,120,11.3293,1.33293,20
384,31/08/2017,C454,146128.884,159699.5926,50.74780181,4.313898912,98.67,256,5,00:20,100,14:38,14:58,170831_1438.454,1.312,1.388,1.414,1.397,0.009,0.076,1.465,10.333,21,Br,R3,PTu,51.21,47.46,50.49,48.18,0.71,,11.4015,1.398,0,8.92016,1.3512,100
385,31/08/2017,C455,146113.2868,160303.556,50.75323118,4.313671639,97.86,256,5,00:20,100,15:06,15:26,170831_1506.455,1.246,1.312,1.343,1.331,0.019,0.066,1.377,9.825,23,Br,R3,PBl,55.44,42.42,54.78,43.08,0.66,,10.5832,1.3149,40,8.27502,1.33747,130
386,31/08/2017,C456,145460.5944,160749.985,50.75723979,4.304416812,87,256,5,00:20,100,15:40,16:00,170831_1540.456,1.089,1.147,1.15,1.122,-0.025,0.058,1.205,9.262,15,Br,R3,PTu,73.37,13.63,73.02,13.98,0.35,,10.4057,1.10155,10,7.29197,1.1514,100
387,29/09/2017,C457,148283.292,165843.9748,50.803048,4.3443981,49.4,256,5,00:20,100,09:48,10:08,170929_0948.457,1.087,1.174,1.15,1.152,-0.022,0.086,1.26,5.536,20,KoMo,R1,PTu,69.21,-19.81,69.85,-20.45,-0.64,,5.29724,1.14041,40,4.94198,1.18027,130
388,29/09/2017,C458,148916.8696,165820.6178,50.8028395,4.3533862,82.55,256,5,00:20,100,10:18,10:38,170929_1018.458,0.905,0.956,0.935,0.953,-0.004,0.052,1.008,14.676,22,Br,R3,PTu,95.92,-13.37,96.11,-13.56,-0.19,,16.0842,0.964583,110,13.8793,0.967873,20
389,29/09/2017,C459,149293.8774,165803.4038,50.8026853,4.3587345,81.52,256,5,00:20,100,10:55,11:15,170929_1055.459,0.953,1,0.985,1.002,0.002,0.047,1.048,6.587,14,Br,R3,PTu,88.34,-6.82,88.33,-6.81,0.01,,7.08596,1.03255,130,6.43977,0.987848,50
390,29/09/2017,C460,149547.8027,165802.2434,50.8026751,4.3623367,91.89,256,5,00:20,100,11:28,11:48,170929_1128.460,0.946,0.991,1.037,1.012,0.022,0.045,1.035,8.162,10,Ld,R3,PTu,86.91,4.98,86.87,5.02,0.04,,7.63166,0.993982,50,7.07695,1.02872,140
391,29/09/2017,C461,149880.5708,165614.7899,50.8009901,4.3670574,116.35,256,5,00:20,100,12:06,12:26,170929_1206.461,0.838,0.87,0.888,0.877,0.006,0.033,0.903,10.089,15,Shh,R3,PTu,109.93,6.42,110.54,5.81,-0.61,,2.19009,3.54351,90,2.06682,3.54351,10
392,29/09/2017,C462,150266.0931,165799.4118,50.8026497,4.3725264,112.01,256,5,00:20,100,12:34,12:54,170929_1234.462,0.783,0.831,0.843,0.83,-0.001,0.049,0.88,6.119,13,Mal,R3,PTu,120.33,-8.32,121.28,-9.27,-0.95,,2.72,0.98,60,2.34,1,170
393,29/09/2017,C463,149518.7232,166293.6239,50.8070924,4.3619236,100.57,256,5,00:20,100,13:05,13:25,170929_1305.463,0.839,0.868,0.888,0.873,0.005,0.029,0.897,12.975,49,Mal,R3,PTu,110.76,-10.19,111.39,-10.82,-0.63,,13.8682,0.866357,30,11.4176,0.896638,110
394,29/09/2017,C464,148161.542,165603.7824,50.8008884,4.3426721,50.2,256,5,00:20,100,14:03,14:23,170929_1403.464,1.13,1.176,1.15,1.178,0.002,0.046,1.223,5.297,14,KoMo,R1,PTu,66.69,-16.49,67.27,-17.07,-0.58,,7.41056,1.11666,20,6.25044,1.12046,100
395,29/09/2017,C465,147148.3754,164947.7594,50.794987,4.3283048,36.07,256,5,00:20,100,14:52,15:12,170929_1452.465,1.249,1.297,1.275,1.294,-0.003,0.049,1.346,6.661,28,KoSm,R1,PTu,57.05,-20.98,57.44,-21.37,-0.39,,6.62878,1.3084,40,4.60816,1.3084,130
396,06/10/2017,C466,148967.3247,163001.0307,50.77749249,4.354109478,103.08,128,5,00:20,100,09:50,10:10,171006_0950.466,0.892,0.925,0.935,0.92,-0.006,0.034,0.959,9.528,14,Ld,R3,PTu,101.63,1.45,101.98,1.1,-0.36,,8.28333,0.901089,170,6.66246,0.941867,60
397,06/10/2017,C467,149388.4978,162545.6098,50.77339896,4.360081759,80.48,256,5,00:20,100,10:19,10:39,171006_1019.467,0.896,0.958,0.935,0.946,-0.012,0.062,1.02,7.957,23,Br,R3,PTu,97.08,-16.6,97.31,-16.83,-0.23,,8.35872,0.927978,20,7.34258,0.960413,110
398,06/10/2017,C468,149179.6792,162216.1523,50.770437,4.357121978,94.14,256,5,00:20,100,10:57,11:17,171006_1057.468,0.917,0.959,0.935,0.956,-0.003,0.041,1,12.592,28,Br,R3,PTu,95.42,-1.28,95.6,-1.46,-0.18,,13.0275,0.927978,0,10.9335,0.960413,70
399,06/10/2017,C469,149777.288,161846.9858,50.76711879,4.365594056,98.33,256,5,00:20,100,11:40,12:00,171006_1140.469,0.883,0.973,0.935,0.946,-0.026,0.089,1.062,9.112,16,Br,R3,PTu,97.08,1.25,97.31,1.02,-0.23,,9.83326,0.960413,10,7.45517,0.927978,100
400,06/10/2017,C470,149401.9225,161162.4134,50.76096445,4.360274141,97.02,128,5,00:20,100,12:35,12:55,171006_1235.470,0.883,0.947,0.935,0.93,-0.018,0.064,1.011,9.01,19,Br,R3,PTu,99.84,-2.82,100.14,-3.12,-0.3,,9.49702,0.932296,10,7.3182,0.935475,100
401,06/10/2017,C471,149492.8186,160754.6711,50.75729904,4.361562962,101.47,256,5,00:20,100,13:11,13:31,171006_1311.471,0.942,0.983,0.985,0.996,0.012,0.042,1.025,12.668,23,Br,R3,PBl,89.22,12.25,89.23,12.24,-0.02,,13.4056,0.98449,40,10.9985,1.00139,120
402,06/10/2017,C472,148927.3176,160916.3802,50.75875204,4.353548018,102.89,256,5,00:20,100,13:55,14:15,171006_1355.472,0.961,1.009,1.037,1.019,0.01,0.048,1.057,11.267,22,Br,R3,PBl,85.94,16.95,85.87,17.02,0.07,,10.9053,1.01859,100,9.95284,1.03255,40
403,06/10/2017,C473,149980.5361,159599.4247,50.74691386,4.368474989,82.09,256,5,00:20,100,14:44,15:04,171006_1444.473,1.157,1.25,1.211,1.224,-0.025,0.093,1.342,6.28,25,Br_Al,R2,PBl,62.31,19.78,63.07,19.02,-0.76,,6.43302,1.19942,40,5.99602,1.24096,100
404,06/10/2017,C474,149659.2288,159580.5858,50.74674443,4.363922318,86.55,256,5,00:20,100,15:12,15:32,171006_1512.474,1.054,1.121,1.092,1.112,-0.009,0.066,1.187,6.907,17,Br,R3,PBl,74.46,12.09,74.13,12.42,0.33,,6.74307,1.14041,80,5.45281,1.10189,10
